Word	Term_id	Document_List
name	term_id_129	['document_2', 'document_10', 'document_25', 'document_35', 'document_41', 'document_50', 'document_54', 'document_57', 'document_102', 'document_106', 'document_111', 'document_143', 'document_170', 'document_180', 'document_184', 'document_188', 'document_191', 'document_195', 'document_201', 'document_202', 'document_210', 'document_225', 'document_243', 'document_245', 'document_246', 'document_256', 'document_260', 'document_261', 'document_262', 'document_281']
middl	term_id_130	['document_2', 'document_9', 'document_65', 'document_93', 'document_133', 'document_146', 'document_148', 'document_167', 'document_202', 'document_215', 'document_282']
loom	term_id_131	['document_2', 'document_152', 'document_155', 'document_199', 'document_227']
big	term_id_132	['document_2', 'document_107', 'document_119', 'document_143', 'document_144', 'document_214', 'document_220', 'document_231', 'document_263', 'document_274', 'document_290']
gryffindor	term_id_133	['document_2']
ordinari	term_id_134	['document_2', 'document_29', 'document_31', 'document_86', 'document_109', 'document_182', 'document_192', 'document_206', 'document_235']
threat	term_id_135	['document_2', 'document_20', 'document_73', 'document_92', 'document_190', 'document_195', 'document_267', 'document_274']
poison	term_id_136	['document_2', 'document_126', 'document_248']
scream	term_id_137	['document_2', 'document_244']
copi	term_id_138	['document_3', 'document_120', 'document_175', 'document_198', 'document_237', 'document_252', 'document_293']
success	term_id_139	['document_3', 'document_4', 'document_36', 'document_72', 'document_92', 'document_99', 'document_111', 'document_135', 'document_143', 'document_157', 'document_187', 'document_194', 'document_200', 'document_220', 'document_245']
alway	term_id_140	['document_3', 'document_44', 'document_49', 'document_77', 'document_87', 'document_138', 'document_151', 'document_154', 'document_179', 'document_193', 'document_214', 'document_218', 'document_227', 'document_244', 'document_271', 'document_278', 'document_288']
conscienc	term_id_141	['document_3', 'document_20', 'document_27']
also	term_id_142	['document_3', 'document_14', 'document_22', 'document_29', 'document_35', 'document_38', 'document_49', 'document_56', 'document_59', 'document_75', 'document_99', 'document_101', 'document_110', 'document_135', 'document_152', 'document_156', 'document_157', 'document_159', 'document_183', 'document_188', 'document_193', 'document_221', 'document_253', 'document_254', 'document_255', 'document_261', 'document_263', 'document_266', 'document_277']
1960	term_id_143	['document_3', 'document_110']
experi	term_id_144	['document_3', 'document_30', 'document_37', 'document_44', 'document_63', 'document_72', 'document_81', 'document_82', 'document_99', 'document_116', 'document_117', 'document_181', 'document_200', 'document_211', 'document_216', 'document_220', 'document_222', 'document_238', 'document_267', 'document_281', 'document_286']
1961	term_id_145	['document_3']
academi	term_id_146	['document_3', 'document_53', 'document_87', 'document_163', 'document_168', 'document_214', 'document_227']
today	term_id_147	['document_3', 'document_7', 'document_154']
kill	term_id_148	['document_3', 'document_32', 'document_43', 'document_49', 'document_64', 'document_95', 'document_100', 'document_104', 'document_121', 'document_131', 'document_168', 'document_205', 'document_213', 'document_227', 'document_266', 'document_294']
instant	term_id_149	['document_3', 'document_148']
cruelti	term_id_150	['document_3', 'document_36', 'document_82', 'document_86', 'document_267', 'document_277']
root	term_id_151	['document_3', 'document_94', 'document_129', 'document_153', 'document_160', 'document_260']
region	term_id_152	['document_3']
prize	term_id_153	['document_3', 'document_64', 'document_81', 'document_86', 'document_95', 'document_138', 'document_209', 'document_217', 'document_250']
translat	term_id_154	['document_3', 'document_34', 'document_44', 'document_53', 'document_85', 'document_109', 'document_110', 'document_135', 'document_175', 'document_183', 'document_190', 'document_246', 'document_264', 'document_276', 'document_277']
consid	term_id_155	['document_3', 'document_14', 'document_142', 'document_170', 'document_171', 'document_180', 'document_207', 'document_215', 'document_272']
went	term_id_156	['document_3', 'document_79', 'document_107', 'document_122', 'document_157', 'document_252', 'document_260', 'document_267']
languag	term_id_157	['document_3', 'document_4', 'document_24', 'document_34', 'document_41', 'document_44', 'document_80', 'document_110', 'document_117', 'document_175', 'document_197', 'document_198', 'document_228', 'document_231', 'document_277', 'document_291', 'document_292']
kind	term_id_158	['document_3', 'document_19', 'document_44', 'document_49', 'document_60', 'document_99', 'document_154', 'document_190', 'document_195', 'document_205', 'document_280', 'document_282']
innoc	term_id_159	['document_3', 'document_23', 'document_65', 'document_120', 'document_189', 'document_194', 'document_209', 'document_231', 'document_266', 'document_273', 'document_287', 'document_292']
southern	term_id_160	['document_3', 'document_96']
stori	term_id_161	['document_3', 'document_5', 'document_6', 'document_9', 'document_10', 'document_13', 'document_16', 'document_18', 'document_24', 'document_25', 'document_26', 'document_28', 'document_31', 'document_34', 'document_36', 'document_37', 'document_40', 'document_41', 'document_44', 'document_45', 'document_49', 'document_50', 'document_53', 'document_56', 'document_60', 'document_62', 'document_64', 'document_65', 'document_67', 'document_75', 'document_77', 'document_78', 'document_82', 'document_84', 'document_85', 'document_86', 'document_88', 'document_89', 'document_94', 'document_95', 'document_96', 'document_98', 'document_99', 'document_101', 'document_102', 'document_104', 'document_106', 'document_108', 'document_109', 'document_110', 'document_111', 'document_116', 'document_118', 'document_120', 'document_122', 'document_124', 'document_138', 'document_144', 'document_147', 'document_152', 'document_153', 'document_154', 'document_156', 'document_162', 'document_170', 'document_179', 'document_180', 'document_182', 'document_184', 'document_189', 'document_190', 'document_191', 'document_193', 'document_198', 'document_199', 'document_200', 'document_202', 'document_203', 'document_206', 'document_207', 'document_208', 'document_215', 'document_216', 'document_220', 'document_221', 'document_222', 'document_228', 'document_231', 'document_232', 'document_235', 'document_238', 'document_245', 'document_246', 'document_250', 'document_255', 'document_256', 'document_260', 'document_263', 'document_268', 'document_272', 'document_273', 'document_275', 'document_276', 'document_277', 'document_278', 'document_279', 'document_281', 'document_282', 'document_283', 'document_284', 'document_288', 'document_289', 'document_290', 'document_292', 'document_295', 'document_298', 'document_299']
masterpiec	term_id_162	['document_3', 'document_7', 'document_8', 'document_9', 'document_46', 'document_57', 'document_84', 'document_101', 'document_110', 'document_111', 'document_118', 'document_175', 'document_181', 'document_196', 'document_221', 'document_233', 'document_246', 'document_248', 'document_251', 'document_287', 'document_291']
pulitz	term_id_163	['document_3', 'document_81', 'document_86', 'document_138', 'document_217']
american	term_id_164	['document_3', 'document_34', 'document_44', 'document_53', 'document_58', 'document_72', 'document_81', 'document_82', 'document_98', 'document_108', 'document_117', 'document_128', 'document_129', 'document_136', 'document_144', 'document_149', 'document_157', 'document_175', 'document_179', 'document_199', 'document_204', 'document_217', 'document_254', 'document_255', 'document_257', 'document_260', 'document_284', 'document_291']
publish	term_id_165	['document_3', 'document_6', 'document_7', 'document_8', 'document_39', 'document_41', 'document_44', 'document_49', 'document_54', 'document_67', 'document_70', 'document_78', 'document_80', 'document_83', 'document_109', 'document_110', 'document_136', 'document_148', 'document_175', 'document_181', 'document_184', 'document_187', 'document_189', 'document_190', 'document_191', 'document_215', 'document_219', 'document_221', 'document_224', 'document_245', 'document_249', 'document_258', 'document_278', 'document_291']
simpl	term_id_166	['document_3', 'document_8', 'document_36', 'document_41', 'document_52', 'document_114', 'document_270']
harper	term_id_167	['document_3']
deepli	term_id_168	['document_3', 'document_5', 'document_25', 'document_26', 'document_31', 'document_45', 'document_81', 'document_96', 'document_102', 'document_110', 'document_136', 'document_154', 'document_194', 'document_226', 'document_256']
film	term_id_169	['document_3', 'document_14', 'document_36', 'document_38', 'document_44']
univers	term_id_170	['document_3', 'document_31', 'document_34', 'document_36', 'document_47', 'document_64', 'document_82', 'document_121', 'document_129', 'document_156', 'document_268', 'document_291']
